CASEID,YEAR,SAVING,MMDA
49063,1995,0,0
49064,1995,0,0
49065,1995,0,0
49066,1995,303.58,0
49067,1995,303.58,0
49068,1995,303.58,0
49069,1995,303.58,0
49070,1995,303.58,0
49071,1995,25045.03,0
49072,1995,25045.03,0
49073,1995,25045.03,0
49074,1995,25045.03,0
49075,1995,25045.03,0
49076,1995,0,75894.04
49077,1995,0,75894.04
49078,1995,0,75894.04
49079,1995,0,75894.04
49080,1995,0,75894.04
49081,1995,0,0
49082,1995,0,0
49083,1995,0,0
49084,1995,0,0
49085,1995,0,0
49086,1995,1533.06,0
49087,1995,1533.06,0
49088,1995,1533.06,0
49089,1995,1533.06,0
49090,1995,1533.06,0
49091,1995,0,0
49092,1995,0,0
49093,1995,0,0
49094,1995,0,0
49095,1995,0,0
49096,1995,0,0
49097,1995,0,0
49098,1995,0,0
49099,1995,0,0
49100,1995,0,0
49101,1995,0,0
49102,1995,0,0
49103,1995,0,0
49104,1995,0,0
49105,1995,0,0
49106,1995,0,0
49107,1995,0,0
49108,1995,0,0
49109,1995,0,0
49110,1995,0,0
49111,1995,0,0
49112,1995,0,0
49113,1995,0,0
49114,1995,0,0
49115,1995,0,0
49116,1995,0,0
49117,1995,0,0
49118,1995,0,0
49119,1995,0,0
49120,1995,0,0
49121,1995,758.94,0
49122,1995,758.94,0
49123,1995,758.94,0
49124,1995,758.94,0
49125,1995,758.94,0
49126,1995,0,0
49127,1995,0,0
49128,1995,0,0
49129,1995,0,0
49130,1995,0,0
49131,1995,5616.16,0
49132,1995,5919.74,0
49133,1995,5767.95,0
49134,1995,5767.95,0
49135,1995,6071.52,0
49136,1995,4098.28,0
49137,1995,4098.28,0
49138,1995,4098.28,0
49139,1995,4098.28,0
49140,1995,4098.28,0
49141,1995,0,3035.76
49142,1995,0,3035.76
49143,1995,0,3035.76
49144,1995,0,3035.76
49145,1995,0,3035.76
49146,1995,4553.64,0
49147,1995,4553.64,0
49148,1995,4553.64,0
49149,1995,4553.64,0
49150,1995,4553.64,0
49151,1995,12143.05,6071.52
49152,1995,12143.05,6071.52
49153,1995,12143.05,6071.52
49154,1995,12143.05,6071.52
49155,1995,12143.05,6071.52
49156,1995,0,0
49157,1995,0,0
49158,1995,0,0
49159,1995,0,0
49160,1995,0,0
49161,1995,0,0
49162,1995,0,0
49163,1995,0,0
49164,1995,0,0
49165,1995,0,0
49166,1995,0,0
49167,1995,0,0
49168,1995,0,0
49169,1995,0,0
49170,1995,0,0
49171,1995,1289439.74,400720.53
49172,1995,1289439.74,382505.96
49173,1995,1290502.25,1429843.71
49174,1995,1291716.56,1259841.06
49175,1995,1290654.04,1262876.82
49176,1995,0,0
49177,1995,0,0
49178,1995,0,0
49179,1995,0,0
49180,1995,0,0
49181,1995,0,0
49182,1995,0,0
49183,1995,0,0
49184,1995,0,0
49185,1995,0,0
49186,1995,758.94,0
49187,1995,758.94,0
49188,1995,758.94,0
49189,1995,758.94,0
49190,1995,758.94,0
49191,1995,3339.34,0
49192,1995,1517.88,0
49193,1995,6678.68,0
49194,1995,19732.45,0
49195,1995,24286.09,0
49196,1995,0,0
49197,1995,0,0
49198,1995,0,0
49199,1995,0,0
49200,1995,0,0
49201,1995,0,0
49202,1995,0,0
49203,1995,0,0
49204,1995,0,0
49205,1995,0,0
49206,1995,10503.74,0
49207,1995,28839.74,0
49208,1995,1153.59,0
49209,1995,3308.98,0
49210,1995,5676.87,0
49211,1995,0,0
49212,1995,0,0
49213,1995,0,0
49214,1995,0,0
49215,1995,0,0
49216,1995,0,490275.5
49217,1995,0,417417.22
49218,1995,0,479650.33
49219,1995,0,455364.24
49220,1995,0,418935.1
49221,1995,0,0
49222,1995,0,0
49223,1995,0,0
49224,1995,0,0
49225,1995,0,0
49226,1995,0,0
49227,1995,0,0
49228,1995,0,0
49229,1995,0,0
49230,1995,0,0
49231,1995,60715.23,60715.23
49232,1995,60715.23,60715.23
49233,1995,60715.23,60715.23
49234,1995,60715.23,60715.23
49235,1995,60715.23,60715.23
49236,1995,151.79,0
49237,1995,151.79,0
49238,1995,151.79,0
49239,1995,151.79,0
49240,1995,151.79,0
49241,1995,60715.23,0
49242,1995,60715.23,0
49243,1995,60715.23,0
49244,1995,60715.23,0
49245,1995,60715.23,0
49246,1995,0,21250.33
49247,1995,0,21250.33
49248,1995,0,21250.33
49249,1995,0,21250.33
49250,1995,0,21250.33
49251,1995,0,15785.96
49252,1995,0,16089.54
49253,1995,0,17152.05
49254,1995,0,16393.11
49255,1995,0,17607.42
49256,1995,0,0
49257,1995,0,0
49258,1995,0,0
49259,1995,0,0
49260,1995,0,0
49261,1995,154823.84,15178.81
49262,1995,154823.84,15178.81
49263,1995,154823.84,15178.81
49264,1995,154823.84,15178.81
49265,1995,154823.84,15178.81
49266,1995,0,151788.08
49267,1995,0,151788.08
49268,1995,0,151788.08
49269,1995,0,151788.08
49270,1995,0,151788.08
49271,1995,3096.48,0
49272,1995,3096.48,0
49273,1995,3096.48,0
49274,1995,3096.48,0
49275,1995,3096.48,0
49276,1995,0,910.73
49277,1995,0,910.73
49278,1995,0,910.73
49279,1995,0,910.73
49280,1995,0,910.73
49281,1995,0,0
49282,1995,0,0
49283,1995,0,0
49284,1995,0,0
49285,1995,0,0
49286,1995,18184.21,0
49287,1995,18184.21,0
49288,1995,18184.21,0
49289,1995,18184.21,0
49290,1995,18184.21,0
49291,1995,0,0
49292,1995,0,0
49293,1995,0,0
49294,1995,0,0
49295,1995,0,0
49296,1995,0,0
49297,1995,0,0
49298,1995,0,103215.89
49299,1995,0,258039.74
49300,1995,0,0
49301,1995,57679.47,6071.52
49302,1995,57679.47,6071.52
49303,1995,57679.47,6071.52
49304,1995,57679.47,6071.52
49305,1995,57679.47,6071.52
49306,1995,0,0
49307,1995,0,0
49308,1995,0,0
49309,1995,0,0
49310,1995,0,0
49311,1995,7892.98,0
49312,1995,7892.98,0
49313,1995,7892.98,0
49314,1995,7892.98,0
49315,1995,7892.98,0
49316,1995,75894.04,15178.81
49317,1995,75894.04,15178.81
49318,1995,75894.04,15178.81
49319,1995,75894.04,15178.81
49320,1995,75894.04,15178.81
49321,1995,2428.61,0
49322,1995,2428.61,0
49323,1995,2428.61,0
49324,1995,2428.61,0
49325,1995,2428.61,0
49326,1995,0,0
49327,1995,0,0
49328,1995,0,0
49329,1995,0,0
49330,1995,0,0
49331,1995,0,30357.62
49332,1995,0,30357.62
49333,1995,0,30357.62
49334,1995,0,30357.62
49335,1995,0,30357.62
49336,1995,0,318754.97
49337,1995,0,295986.75
49338,1995,0,273218.54
49339,1995,0,320272.85
49340,1995,0,320272.85
49341,1995,0,11384.11
49342,1995,0,27321.85
49343,1995,0,9714.44
49344,1995,0,10169.8
49345,1995,0,59197.35
49346,1995,0,0
49347,1995,0,0
49348,1995,0,0
49349,1995,0,0
49350,1995,0,0
49351,1995,8803.71,0
49352,1995,8803.71,0
49353,1995,8803.71,0
49354,1995,8803.71,0
49355,1995,8803.71,0
49356,1995,0,9866.23
49357,1995,0,8955.5
49358,1995,0,16696.69
49359,1995,0,37947.02
49360,1995,0,1821.46
49361,1995,182.15,0
49362,1995,5889.38,0
49363,1995,591.97,0
49364,1995,3005.4,0
49365,1995,7103.68,0
49366,1995,151.79,0
49367,1995,151.79,0
49368,1995,151.79,0
49369,1995,151.79,0
49370,1995,151.79,0
49371,1995,0,0
49372,1995,0,0
49373,1995,0,0
49374,1995,0,0
49375,1995,0,0
49376,1995,0,7589.4
49377,1995,0,7589.4
49378,1995,0,7589.4
49379,1995,0,7589.4
49380,1995,0,7589.4
49381,1995,0,0
49382,1995,0,0
49383,1995,0,0
49384,1995,0,0
49385,1995,0,0
49386,1995,16560.08,356565.38
49387,1995,16696.69,417569.01
49388,1995,16696.69,417569.01
49389,1995,16620.79,356853.77
49390,1995,16560.08,380851.47
49391,1995,1214.3,14419.87
49392,1995,1214.3,14419.87
49393,1995,1214.3,14419.87
49394,1995,1214.3,14419.87
49395,1995,1214.3,14419.87
49396,1995,0,0
49397,1995,0,0
49398,1995,0,0
49399,1995,0,0
49400,1995,0,0
49401,1995,0,0
49402,1995,0,0
49403,1995,0,0
49404,1995,0,0
49405,1995,0,0
49406,1995,0,0
49407,1995,0,0
49408,1995,0,0
49409,1995,0,0
49410,1995,0,0
49411,1995,30357.62,0
49412,1995,30357.62,0
49413,1995,30357.62,0
49414,1995,30357.62,0
49415,1995,30357.62,0
49416,1995,3035.76,0
49417,1995,3035.76,0
49418,1995,3035.76,0
49419,1995,3035.76,0
49420,1995,3035.76,0
49421,1995,1062.52,0
49422,1995,1062.52,0
49423,1995,1062.52,0
49424,1995,1062.52,0
49425,1995,1062.52,0
49426,1995,0,0
49427,1995,0,0
49428,1995,0,0
49429,1995,0,0
49430,1995,0,0
49431,1995,75.89,0
49432,1995,75.89,0
49433,1995,75.89,0
49434,1995,75.89,0
49435,1995,75.89,0
49436,1995,0,18973.51
49437,1995,0,18973.51
49438,1995,0,18973.51
49439,1995,0,18973.51
49440,1995,0,18973.51
49441,1995,56161.59,0
49442,1995,56161.59,0
49443,1995,56161.59,0
49444,1995,56161.59,0
49445,1995,56161.59,0
49446,1995,0,0
49447,1995,0,0
49448,1995,0,0
49449,1995,0,0
49450,1995,0,0
49451,1995,0,0
49452,1995,0,0
49453,1995,0,0
49454,1995,0,0
49455,1995,0,0
49456,1995,12218.94,0
49457,1995,12218.94,0
49458,1995,12218.94,0
49459,1995,12218.94,0
49460,1995,12218.94,0
49461,1995,0,0
49462,1995,0,0
49463,1995,0,0
49464,1995,0,0
49465,1995,0,0
49466,1995,151.79,0
49467,1995,151.79,0
49468,1995,151.79,0
49469,1995,151.79,0
49470,1995,151.79,0
49471,1995,0,14723.44
49472,1995,0,14723.44
49473,1995,0,14723.44
49474,1995,0,14723.44
49475,1995,0,14723.44
49476,1995,0,0
49477,1995,0,0
49478,1995,0,0
49479,1995,0,0
49480,1995,0,0
49481,1995,10625.17,0
49482,1995,10625.17,0
49483,1995,10625.17,0
49484,1995,10625.17,0
49485,1995,10625.17,0
49486,1995,0,0
49487,1995,0,0
49488,1995,0,0
49489,1995,0,0
49490,1995,0,0
49491,1995,0,0
49492,1995,0,0
49493,1995,0,0
49494,1995,0,0
49495,1995,0,0
49496,1995,0,0
49497,1995,0,0
49498,1995,0,0
49499,1995,0,0
49500,1995,0,0
49501,1995,0,0
49502,1995,0,0
49503,1995,0,0
49504,1995,0,0
49505,1995,0,0
49506,1995,0,0
49507,1995,0,0
49508,1995,0,0
49509,1995,0,0
49510,1995,0,0
49511,1995,0,0
49512,1995,0,0
49513,1995,0,0
49514,1995,0,0
49515,1995,0,0
49516,1995,0,0
49517,1995,0,0
49518,1995,0,0
49519,1995,0,0
49520,1995,0,0
49521,1995,0,0
49522,1995,0,0
49523,1995,0,0
49524,1995,0,0
49525,1995,0,0
49526,1995,3794.7,0
49527,1995,3794.7,0
49528,1995,3794.7,0
49529,1995,3794.7,0
49530,1995,3794.7,0
49531,1995,0,0
49532,1995,0,0
49533,1995,0,0
49534,1995,0,0
49535,1995,0,0
49536,1995,0,92894.3
49537,1995,0,86670.99
49538,1995,0,88492.45
49539,1995,0,90162.12
49540,1995,0,94867.55
49541,1995,0,81661.99
49542,1995,0,77715.5
49543,1995,0,76652.98
49544,1995,0,78322.65
49545,1995,0,79688.74
49546,1995,0,0
49547,1995,0,0
49548,1995,0,0
49549,1995,0,0
49550,1995,0,0
49551,1995,7589.4,0
49552,1995,7589.4,0
49553,1995,7589.4,0
49554,1995,7589.4,0
49555,1995,7589.4,0
49556,1995,0,0
49557,1995,0,0
49558,1995,0,0
49559,1995,0,0
49560,1995,0,0
49561,1995,0,0
49562,1995,0,0
49563,1995,0,0
49564,1995,0,0
49565,1995,0,0
49566,1995,0,59197.35
49567,1995,0,59197.35
49568,1995,0,59197.35
49569,1995,0,59197.35
49570,1995,0,59197.35
49571,1995,0,0
49572,1995,0,0
49573,1995,0,0
49574,1995,0,0
49575,1995,0,0
49576,1995,0,0
49577,1995,0,0
49578,1995,0,0
49579,1995,0,0
49580,1995,0,0
49581,1995,0,0
49582,1995,0,0
49583,1995,0,0
49584,1995,0,0
49585,1995,0,0
49586,1995,0,0
49587,1995,0,0
49588,1995,0,0
49589,1995,0,0
49590,1995,0,0
49591,1995,22768.21,0
49592,1995,22768.21,0
49593,1995,22768.21,0
49594,1995,22768.21,0
49595,1995,22768.21,0
49596,1995,0,0
49597,1995,0,0
49598,1995,0,0
49599,1995,0,0
49600,1995,0,0
49601,1995,0,0
49602,1995,0,0
49603,1995,0,0
49604,1995,0,0
49605,1995,0,0
49606,1995,0,0
49607,1995,0,0
49608,1995,0,0
49609,1995,0,0
49610,1995,0,0
49611,1995,0,607.15
49612,1995,0,1821.46
49613,1995,0,607.15
49614,1995,0,0
49615,1995,0,0
49616,1995,6830.46,0
49617,1995,6830.46,0
49618,1995,6830.46,0
49619,1995,6830.46,0
49620,1995,6830.46,0
49621,1995,59956.29,0
49622,1995,35670.2,0
49623,1995,13357.35,0
49624,1995,96385.43,0
49625,1995,91831.79,0
49626,1995,3491.13,0
49627,1995,1973.25,0
49628,1995,2428.61,0
49629,1995,3339.34,0
49630,1995,3339.34,0
49631,1995,7589.4,6071.52
49632,1995,7589.4,6071.52
49633,1995,7589.4,6071.52
49634,1995,7589.4,6071.52
49635,1995,7589.4,6071.52
49636,1995,0,0
49637,1995,0,0
49638,1995,0,0
49639,1995,0,0
49640,1995,0,0
49641,1995,7589.4,37947.02
49642,1995,7589.4,37947.02
49643,1995,7589.4,37947.02
49644,1995,7589.4,37947.02
49645,1995,7589.4,37947.02
49646,1995,5160.79,0
49647,1995,5160.79,0
49648,1995,5160.79,0
49649,1995,5160.79,0
49650,1995,5160.79,0
49651,1995,0,1138.41
49652,1995,0,941.09
49653,1995,0,1092.87
49654,1995,0,789.3
49655,1995,0,895.55
49656,1995,0,0
49657,1995,0,0
49658,1995,0,0
49659,1995,0,0
49660,1995,0,0
49661,1995,0,2883.97
49662,1995,0,3035.76
49663,1995,0,2883.97
49664,1995,0,3187.55
49665,1995,0,2732.19
49666,1995,0,9107.28
49667,1995,0,9107.28
49668,1995,0,9107.28
49669,1995,0,9107.28
49670,1995,0,9107.28
49671,1995,5009.01,11232.32
49672,1995,6375.1,10625.17
49673,1995,6830.46,10169.8
49674,1995,5767.95,9714.44
49675,1995,6678.68,10928.74
49676,1995,0,134332.45
49677,1995,0,146475.5
49678,1995,0,116117.88
49679,1995,0,126743.05
49680,1995,0,100939.07
49681,1995,1745.56,0
49682,1995,1745.56,0
49683,1995,1745.56,0
49684,1995,1745.56,0
49685,1995,1745.56,0
49686,1995,0,215690.86
49687,1995,0,229958.94
49688,1995,0,214931.92
49689,1995,0,218574.83
49690,1995,0,216298.01
49691,1995,4553.64,0
49692,1995,4553.64,0
49693,1995,4553.64,0
49694,1995,4553.64,0
49695,1995,4553.64,0
49696,1995,0,0
49697,1995,0,0
49698,1995,0,0
49699,1995,0,0
49700,1995,0,0
49701,1995,7589.4,0
49702,1995,7589.4,0
49703,1995,7589.4,0
49704,1995,7589.4,0
49705,1995,7589.4,0
49706,1995,0,0
49707,1995,0,0
49708,1995,0,0
49709,1995,0,0
49710,1995,0,0
49711,1995,0,0
49712,1995,0,0
49713,1995,0,0
49714,1995,0,0
49715,1995,0,0
49716,1995,3916.13,0
49717,1995,3916.13,0
49718,1995,3916.13,0
49719,1995,3916.13,0
49720,1995,3916.13,0
49721,1995,0,0
49722,1995,0,0
49723,1995,0,0
49724,1995,0,0
49725,1995,0,0
49726,1995,0,0
49727,1995,0,0
49728,1995,0,0
49729,1995,0,0
49730,1995,0,0
49731,1995,4083.1,3187.55
49732,1995,2883.97,3035.76
49733,1995,4158.99,2732.19
49734,1995,5100.08,2428.61
49735,1995,4553.64,1973.25
49736,1995,25060.21,0
49737,1995,47327.52,0
49738,1995,7908.16,0
49739,1995,28323.66,0
49740,1995,14040.4,0
49741,1995,0,0
49742,1995,0,0
49743,1995,0,0
49744,1995,0,0
49745,1995,0,0
49746,1995,189735.1,3035.76
49747,1995,189735.1,3035.76
49748,1995,189735.1,3035.76
49749,1995,189735.1,3035.76
49750,1995,189735.1,3035.76
49751,1995,0,0
49752,1995,0,0
49753,1995,0,0
49754,1995,0,0
49755,1995,0,0
49756,1995,20643.18,0
49757,1995,20643.18,0
49758,1995,20643.18,0
49759,1995,20643.18,0
49760,1995,20643.18,0
49761,1995,22768.21,37947.02
49762,1995,22768.21,37947.02
49763,1995,22768.21,37947.02
49764,1995,22768.21,37947.02
49765,1995,22768.21,37947.02
49766,1995,0,0
49767,1995,0,0
49768,1995,0,0
49769,1995,0,0
49770,1995,0,0
49771,1995,0,0
49772,1995,0,0
49773,1995,0,0
49774,1995,0,0
49775,1995,0,0
49776,1995,0,0
49777,1995,0,0
49778,1995,0,0
49779,1995,0,0
49780,1995,0,0
49781,1995,0,0
49782,1995,0,0
49783,1995,0,0
49784,1995,0,0
49785,1995,0,0
49786,1995,0,37947.02
49787,1995,0,37947.02
49788,1995,0,37947.02
49789,1995,0,37947.02
49790,1995,0,37947.02
49791,1995,0,75894.04
49792,1995,0,75894.04
49793,1995,0,75894.04
49794,1995,0,75894.04
49795,1995,0,75894.04
49796,1995,0,2458966.89
49797,1995,0,995729.8
49798,1995,0,1044301.99
49799,1995,0,1371860.66
49800,1995,0,2757989.4
49801,1995,108953.48,0
49802,1995,76030.65,0
49803,1995,57421.43,0
49804,1995,54795.5,0
49805,1995,107040.95,0
49806,1995,303.58,0
49807,1995,303.58,0
49808,1995,303.58,0
49809,1995,303.58,0
49810,1995,303.58,0
49811,1995,0,0
49812,1995,0,0
49813,1995,0,0
49814,1995,0,0
49815,1995,0,0
49816,1995,0,0
49817,1995,0,0
49818,1995,0,0
49819,1995,0,0
49820,1995,0,0
49821,1995,0,0
49822,1995,0,0
49823,1995,0,0
49824,1995,0,0
49825,1995,0,0
49826,1995,0,0
49827,1995,0,0
49828,1995,0,0
49829,1995,0,0
49830,1995,0,0
49831,1995,2276.82,0
49832,1995,2276.82,0
49833,1995,2276.82,0
49834,1995,2276.82,0
49835,1995,2276.82,0
49836,1995,0,0
49837,1995,0,0
49838,1995,0,0
49839,1995,0,0
49840,1995,0,0
49841,1995,0,18214.57
49842,1995,0,18214.57
49843,1995,0,18214.57
49844,1995,0,18214.57
49845,1995,0,18214.57
49846,1995,0,0
49847,1995,0,0
49848,1995,0,0
49849,1995,0,0
49850,1995,0,0
49851,1995,0,0
49852,1995,0,0
49853,1995,0,0
49854,1995,0,0
49855,1995,0,0
49856,1995,2276.82,0
49857,1995,2276.82,0
49858,1995,2276.82,0
49859,1995,2276.82,0
49860,1995,2276.82,0
49861,1995,34759.47,0
49862,1995,34759.47,0
49863,1995,34759.47,0
49864,1995,34759.47,0
49865,1995,34759.47,0
49866,1995,0,0
49867,1995,0,0
49868,1995,0,0
49869,1995,0,0
49870,1995,0,0
49871,1995,132055.63,0
49872,1995,136609.27,0
49873,1995,136609.27,0
49874,1995,132055.63,0
49875,1995,133573.51,0
49876,1995,3794.7,0
49877,1995,3794.7,0
49878,1995,3794.7,0
49879,1995,3794.7,0
49880,1995,3794.7,0
49881,1995,0,0
49882,1995,0,0
49883,1995,0,0
49884,1995,0,0
49885,1995,0,0
49886,1995,0,0
49887,1995,0,0
49888,1995,0,0
49889,1995,0,0
49890,1995,0,0
49891,1995,0,6071.52
49892,1995,0,6071.52
49893,1995,0,6071.52
49894,1995,0,6071.52
49895,1995,0,6071.52
49896,1995,0,0
49897,1995,0,0
49898,1995,0,0
49899,1995,0,0
49900,1995,0,0
49901,1995,0,0
49902,1995,0,0
49903,1995,0,0
49904,1995,0,0
49905,1995,0,0
49906,1995,0,0
49907,1995,0,0
49908,1995,0,0
49909,1995,0,0
49910,1995,0,0
49911,1995,0,0
49912,1995,0,0
49913,1995,0,0
49914,1995,0,0
49915,1995,0,0
49916,1995,0,0
49917,1995,0,0
49918,1995,0,0
49919,1995,0,0
49920,1995,0,0
49921,1995,0,0
49922,1995,0,0
49923,1995,0,0
49924,1995,0,0
49925,1995,0,0
49926,1995,0,0
49927,1995,0,0
49928,1995,0,0
49929,1995,0,0
49930,1995,0,0
49931,1995,0,0
49932,1995,0,0
49933,1995,0,0
49934,1995,0,0
49935,1995,0,0
49936,1995,0,0
49937,1995,0,0
49938,1995,0,0
49939,1995,0,0
49940,1995,0,0
49941,1995,758.94,151.79
49942,1995,758.94,151.79
49943,1995,758.94,151.79
49944,1995,758.94,151.79
49945,1995,758.94,151.79
49946,1995,1517.88,0
49947,1995,1517.88,0
49948,1995,1517.88,0
49949,1995,1517.88,0
49950,1995,1517.88,0
49951,1995,0,0
49952,1995,0,0
49953,1995,0,0
49954,1995,0,0
49955,1995,0,0
49956,1995,0,22768.21
49957,1995,0,22768.21
49958,1995,0,22768.21
49959,1995,0,22768.21
49960,1995,0,22768.21
49961,1995,0,0
49962,1995,0,0
49963,1995,0,0
49964,1995,0,0
49965,1995,0,0
49966,1995,0,0
49967,1995,0,0
49968,1995,0,0
49969,1995,0,0
49970,1995,0,0
49971,1995,0,0
49972,1995,0,0
49973,1995,0,0
49974,1995,0,0
49975,1995,0,0
49976,1995,1517.88,15178.81
49977,1995,1517.88,15178.81
49978,1995,1517.88,15178.81
49979,1995,1517.88,15178.81
49980,1995,1517.88,15178.81
49981,1995,0,0
49982,1995,0,0
49983,1995,0,0
49984,1995,0,0
49985,1995,0,0
49986,1995,0,0
49987,1995,0,0
49988,1995,0,0
49989,1995,0,0
49990,1995,0,0
49991,1995,0,0
49992,1995,0,42500.66
49993,1995,0,0
49994,1995,0,50090.07
49995,1995,0,0
49996,1995,15.18,0
49997,1995,15.18,0
49998,1995,15.18,0
49999,1995,15.18,0
50000,1995,15.18,0
50001,1995,19747.63,0
50002,1995,34926.44,0
50003,1995,16818.12,0
50004,1995,18229.75,0
50005,1995,30509.4,0
50006,1995,0,0
50007,1995,0,0
50008,1995,0,0
50009,1995,0,0
50010,1995,0,0
50011,1995,0,0
50012,1995,0,0
50013,1995,0,0
50014,1995,0,0
50015,1995,0,0
50016,1995,0,2383.07
50017,1995,0,51000.79
50018,1995,0,0
50019,1995,0,48268.61
50020,1995,0,0
50021,1995,0,6071.52
50022,1995,0,6071.52
50023,1995,0,6071.52
50024,1995,0,6071.52
50025,1995,0,6071.52
50026,1995,14419.87,0
50027,1995,14419.87,0
50028,1995,14419.87,0
50029,1995,14419.87,0
50030,1995,14419.87,0
50031,1995,2883.97,0
50032,1995,2883.97,0
50033,1995,2883.97,0
50034,1995,2883.97,0
50035,1995,2883.97,0
50036,1995,0,0
50037,1995,0,0
50038,1995,0,0
50039,1995,0,0
50040,1995,0,0
50041,1995,197.32,0
50042,1995,197.32,0
50043,1995,197.32,0
50044,1995,197.32,0
50045,1995,197.32,0
50046,1995,91072.85,0
50047,1995,91072.85,0
50048,1995,91072.85,0
50049,1995,91072.85,0
50050,1995,91072.85,0
50051,1995,0,0
50052,1995,0,0
50053,1995,0,0
50054,1995,0,0
50055,1995,0,0
50056,1995,2276.82,910.73
50057,1995,2276.82,910.73
50058,1995,2276.82,910.73
50059,1995,2276.82,910.73
50060,1995,2276.82,910.73
50061,1995,0,60715.23
50062,1995,0,60715.23
50063,1995,0,60715.23
50064,1995,0,60715.23
50065,1995,0,60715.23
50066,1995,0,0
50067,1995,0,0
50068,1995,0,0
50069,1995,0,0
50070,1995,0,0
50071,1995,0,0
50072,1995,0,0
50073,1995,0,0
50074,1995,0,0
50075,1995,0,0
50076,1995,0,45536.42
50077,1995,0,45536.42
50078,1995,0,45536.42
50079,1995,0,45536.42
50080,1995,0,45536.42
50081,1995,0,4195422.52
50082,1995,0,4271316.56
50083,1995,0,4146850.33
50084,1995,0,4468641.06
50085,1995,0,4807128.48
50086,1995,0,0
50087,1995,0,0
50088,1995,0,0
50089,1995,0,0
50090,1995,0,0
50091,1995,0,0
50092,1995,0,0
50093,1995,0,0
50094,1995,0,0
50095,1995,0,0
50096,1995,1821.46,0
50097,1995,1821.46,0
50098,1995,1821.46,0
50099,1995,1821.46,0
50100,1995,1821.46,0
50101,1995,0,0
50102,1995,0,0
50103,1995,0,0
50104,1995,0,0
50105,1995,0,0
50106,1995,6830.46,0
50107,1995,6830.46,0
50108,1995,6830.46,0
50109,1995,6830.46,0
50110,1995,6830.46,0
50111,1995,5100.08,0
50112,1995,5100.08,0
50113,1995,5100.08,0
50114,1995,5100.08,0
50115,1995,5100.08,0
50116,1995,0,0
50117,1995,0,0
50118,1995,0,0
50119,1995,0,0
50120,1995,0,0
50121,1995,0,0
50122,1995,0,0
50123,1995,0,0
50124,1995,0,0
50125,1995,0,0
50126,1995,0,1517.88
50127,1995,0,1517.88
50128,1995,0,1517.88
50129,1995,0,1517.88
50130,1995,0,1517.88
50131,1995,0,69974.3
50132,1995,0,83483.44
50133,1995,0,74376.16
50134,1995,0,89554.97
50135,1995,0,86519.21
50136,1995,455.36,774.12
50137,1995,455.36,758.94
50138,1995,455.36,774.12
50139,1995,455.36,774.12
50140,1995,455.36,774.12
50141,1995,0,0
50142,1995,0,0
50143,1995,0,0
50144,1995,0,0
50145,1995,0,0
50146,1995,455.36,0
50147,1995,455.36,0
50148,1995,455.36,0
50149,1995,455.36,0
50150,1995,455.36,0
50151,1995,607.15,0
50152,1995,607.15,0
50153,1995,607.15,0
50154,1995,607.15,0
50155,1995,607.15,0
50156,1995,151.79,0
50157,1995,151.79,0
50158,1995,151.79,0
50159,1995,151.79,0
50160,1995,151.79,0
50161,1995,15.18,0
50162,1995,15.18,0
50163,1995,15.18,0
50164,1995,15.18,0
50165,1995,15.18,0
50166,1995,0,0
50167,1995,0,0
50168,1995,0,0
50169,1995,0,0
50170,1995,0,0
50171,1995,455.36,0
50172,1995,455.36,0
50173,1995,455.36,0
50174,1995,455.36,0
50175,1995,455.36,0
50176,1995,0,0
50177,1995,0,0
50178,1995,0,0
50179,1995,0,0
50180,1995,0,0
50181,1995,14419.87,0
50182,1995,14419.87,0
50183,1995,14419.87,0
50184,1995,14419.87,0
50185,1995,14419.87,0
50186,1995,0,85001.32
50187,1995,0,85001.32
50188,1995,0,85001.32
50189,1995,0,85001.32
50190,1995,0,85001.32
50191,1995,26107.55,0
50192,1995,26107.55,0
50193,1995,26107.55,0
50194,1995,26107.55,0
50195,1995,26107.55,0
50196,1995,0,0
50197,1995,0,0
50198,1995,0,0
50199,1995,0,0
50200,1995,0,0
50201,1995,97144.37,0
50202,1995,91072.85,0
50203,1995,97144.37,0
50204,1995,109287.42,0
50205,1995,91072.85,0
50206,1995,0,0
50207,1995,0,0
50208,1995,0,0
50209,1995,0,0
50210,1995,0,0
50211,1995,0,0
50212,1995,0,0
50213,1995,0,0
50214,1995,0,0
50215,1995,0,0
50216,1995,1138.41,1973.25
50217,1995,1973.25,2125.03
50218,1995,4553.64,1821.46
50219,1995,3946.49,2428.61
50220,1995,33393.38,1517.88
50221,1995,5160.79,0
50222,1995,10473.38,0
50223,1995,171520.53,0
50224,1995,210985.43,0
50225,1995,60715.23,0
50226,1995,0,1517.88
50227,1995,0,4401.85
50228,1995,0,7285.83
50229,1995,0,4250.07
50230,1995,0,4857.22
50231,1995,0,0
50232,1995,0,0
50233,1995,0,0
50234,1995,0,0
50235,1995,0,0
50236,1995,0,0
50237,1995,0,0
50238,1995,0,0
50239,1995,0,0
50240,1995,0,0
50241,1995,0,0
50242,1995,0,0
50243,1995,0,0
50244,1995,0,0
50245,1995,0,0
50246,1995,0,1517.88
50247,1995,0,1517.88
50248,1995,0,1517.88
50249,1995,0,1517.88
50250,1995,0,1517.88
50251,1995,2580.4,0
50252,1995,2580.4,0
50253,1995,2580.4,0
